"구분별(1)",구분별(2),구분별(3),2022,2022,2022
"구분별(1)",구분별(2),구분별(3),전체,남자,여자
"서울시",소계,소계,15.3,28.1,3.5
"서울시",생애주기별,19~29세,16.3,26.9,6.5
"서울시",생애주기별,30~44세,16.7,28.9,4.3
"서울시",생애주기별,45~64세,17.8,34.6,2.4
"서울시",생애주기별,65세 이상,8.6,16.8,1.6
"서울시",교육수준별Ⅰ(30~64세),중졸이하,20.8,42.9,5.9
"서울시",교육수준별Ⅰ(30~64세),고졸,24.1,46.1,5.1
"서울시",교육수준별Ⅰ(30~64세),대졸이상,14.1,25.8,2.0
"서울시",교육수준별Ⅱ(65세 이상),초졸이하,6.6,18.3,2.1
"서울시",교육수준별Ⅱ(65세 이상),중졸,10.0,20.4,1.6
"서울시",교육수준별Ⅱ(65세 이상),고졸이상,9.4,15.3,1.1
"서울시",직업별(30~64세),육체직,32.2,44.1,5.0
"서울시",직업별(30~64세),서비스ㆍ판매직,20.2,38.5,4.7
"서울시",직업별(30~64세),사무직,14.9,25.0,2.2
"서울시",자치구별,종로구,15.8,29.6,3.0
"서울시",자치구별,중구,16.4,29.7,3.9
"서울시",자치구별,용산구,14.6,25.9,4.4
"서울시",자치구별,성동구,11.7,22.5,1.5
"서울시",자치구별,광진구,15.9,29.7,3.3
"서울시",자치구별,동대문구,13.3,23.4,3.6
"서울시",자치구별,중랑구,18.5,33.8,3.9
"서울시",자치구별,성북구,17.2,32.0,3.7
"서울시",자치구별,강북구,20.3,34.8,6.7
"서울시",자치구별,도봉구,16.6,31.7,2.5
"서울시",자치구별,노원구,15.6,29.7,2.9
"서울시",자치구별,은평구,16.1,29.0,4.6
"서울시",자치구별,서대문구,17.2,29.8,5.9
"서울시",자치구별,마포구,14.8,26.5,4.7
"서울시",자치구별,양천구,14.9,25.8,4.6
"서울시",자치구별,강서구,13.7,25.3,3.2
"서울시",자치구별,구로구,15.3,29.4,1.8
"서울시",자치구별,금천구,18.4,33.4,3.3
"서울시",자치구별,영등포구,15.6,30.1,1.7
"서울시",자치구별,동작구,13.2,24.9,2.5
"서울시",자치구별,관악구,17.3,29.9,4.6
"서울시",자치구별,서초구,12.0,22.6,2.5
"서울시",자치구별,강남구,11.8,22.8,2.1
"서울시",자치구별,송파구,15.7,28.7,3.8
"서울시",자치구별,강동구,13.7,25.6,2.5
